statement,source,link,veracity
"""Thanks to (Rick) Perry's bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.""",Texans for America's Future PAC,/web/20180119172843/http://www.politifact.com/texas/statements/2013/sep/24/texans-americas-future-pac/texas-governors-bad-budgeting-not-blame-announced-/,Mostly False
"""In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.""",Oregon 2014,/web/20180119172843/http://www.politifact.com/oregon/statements/2013/sep/24/oregon-2014/does-oregon-health-plan-pay-about-4000-abortions-y/,True
"""The American people support defunding Obamacare and oppose shutting down the government.""",Marco Rubio,/web/20180119172843/http://www.politifact.com/florida/statements/2013/sep/23/marco-rubio/marco-rubio-favors-defunding-obamacare-opposes-gov/,Mostly False
"""The president’s own advisers have said there’s a war on coal.""",Mitch McConnell,/web/20180119172843/http://www.politifact.com/truth-o-meter/statements/2013/sep/23/mitch-mcconnell/mcconnell-links-obama-war-coal/,Mostly False
"Wendy Davis is ""the most popular politician in Texas.""",Jason Stanford,/web/20180119172843/http://www.politifact.com/texas/statements/2013/sep/23/jason-stanford/contradictory-poll-heart-democrats-claim-about-for/,Mostly False
"""You have to get a license to fish on our beaches.""",Rick Scott,/web/20180119172843/http://www.politifact.com/florida/statements/2013/sep/23/rick-scott/rick-scott-says-you-need-license-fish-beach-really/,True
"""Governor Deal has increased education spending every year he’s been in office.""",Brian Robinson,/web/20180119172843/http://www.politifact.com/georgia/statements/2013/sep/23/brian-robinson/does-education-budget-claim-add/,Mostly True
"""Terry McAuliffe cashed in, walking away with millions"" from the demise of Global Crossing.",Ken Cuccinelli,/web/20180119172843/http://www.politifact.com/virginia/statements/2013/sep/23/ken-cuccinelli/cuccinell-ad-says-mcauliffe-cashed-demise-global-c/,False
"Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he ""cut funding for higher education.""",Barbara Buono,/web/20180119172843/http://www.politifact.com/new-jersey/statements/2013/sep/22/barbara-buono/barbara-buono-claims-rutgers-tuition-has-spiked-10/,Half-True
"""We’ve used (generally accepted accounting principles) here in this building the last two years.""",Dale Kooyenga,/web/20180119172843/http://www.politifact.com/wisconsin/statements/2013/sep/22/dale-kooyenga/accountant-says-state-using-tougher-accounting-sta/,Mostly False
"""One out of 10 minimum-wage workers in the U.S. live in Texas.""",Stephanie Cutter,/web/20180119172843/http://www.politifact.com/texas/statements/2013/sep/20/stephanie-cutter/crossfire-anchor-undershoots-texans-comprising-one/,True
"""Ninety-five percent of all the wages in Texas are above minimum wage.""",Rick Perry,/web/20180119172843/http://www.politifact.com/texas/statements/2013/sep/20/rick-perry/perry-claim-about-nearly-all-texas-workers-earning/,Mostly True
"""Every engine manufacturer in the United States is now in the state of Texas.""",Rick Perry,/web/20180119172843/http://www.politifact.com/truth-o-meter/statements/2013/sep/20/rick-perry/rick-perry-every-engine-maker-texas/,False
"Since 2007, ""Texas has gained 440,000 people"" while ""Maryland has lost 20,000.""",Newt Gingrich,/web/20180119172843/http://www.politifact.com/truth-o-meter/statements/2013/sep/20/newt-gingrich/martin-omalley-newt-gingrich-face-off/,Half-True
"""More than 400 car crashes occur each year on the current, congested Columbia River Bridge.""",Dennis Richardson,/web/20180119172843/http://www.politifact.com/oregon/statements/2013/sep/20/dennis-richardson/are-there-400-crashes-interstate-bridge-each-year/,False
"In Florida ""we have 75,000 on (a) waiting list for child care and 23,000 on waiting lists"" for community care for the elderly.",Nan Rich,/web/20180119172843/http://www.politifact.com/florida/statements/2013/sep/20/nan-rich/nan-rich-florida-waiting-lists-child-care-elderly/,Mostly True
"""Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month""",The Political Line,/web/20180119172843/http://www.politifact.com/georgia/statements/2013/sep/20/political-line/math-sequester-job-cuts-doesnt-add/,Mostly False
"""Obamacare will question your sex life.""",Betsy McCaughey,/web/20180119172843/http://www.politifact.com/truth-o-meter/statements/2013/sep/19/betsy-mccaughey/betsy-mccaughey-says-obamacare-will-question-your-/,Pants on Fire!
"""There are more guns than there are people in the United States.""",Eleanor Holmes Norton,/web/20180119172843/http://www.politifact.com/truth-o-meter/statements/2013/sep/19/eleanor-holmes-norton/del-norton-says-more-guns-people-us-navy-yard-reac/,Half-True
"""Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a woman’s health.""",Terry McAuliffe,/web/20180119172843/http://www.politifact.com/virginia/statements/2013/sep/19/terry-mcauliffe/mcauliffe-ad-says-cuccinelli-opposes-all-abortions/,Mostly False
"""We’re 48th in K-12 funding and 50th in higher education.""",Nan Rich,/web/20180119172902/http://www.politifact.com/florida/statements/2013/sep/19/nan-rich/nan-rich-rankings-education-funding-florida/,Half-True
"The Capitol Police force is ""going so far as to use paramilitary equipment"" in dealing with singing protesters in Madison",Chris Larson,/web/20180119172902/http://www.politifact.com/wisconsin/statements/2013/sep/18/chris-larson/chris-larson-says-capitol-police-are-using-paramil/,Mostly False
"The employer mandate ""affects only 5 percent of businesses in this country.""",Chris Van Hollen,/web/20180119172902/http://www.politifact.com/truth-o-meter/statements/2013/sep/18/chris-van-hollen/van-hollen-says-employer-mandate-affects-5-busines/,Mostly True
"According to an article in the Economist magazine, Americans are ""guaranteed"" to live above the poverty line if they graduate from high school, keep their first job for over a year and get and stay married.",Barry Smitherman,/web/20180119172902/http://www.politifact.com/texas/statements/2013/sep/18/barry-smitherman/smitherman-partially-captures-virtual-guarantee-es/,Half-True
"""Tampa got more (federal housing) money because they scored higher on the blight scoring system, so they've got a much bigger problem than we do.""",Bill Foster,/web/20180119172902/http://www.politifact.com/florida/statements/2013/sep/18/bill-foster/st-petersburg-mayor-says-tampa-gets-more-federal-h/,Mostly False
"""The CDC issued a report commissioned by President Obama just earlier this year, and it found some very inconvenient facts. Armed citizens are less likely harmed by attackers. Effectiveness of gun control laws is mixed. Gun buybacks don't work.""",S.E. Cupp,/web/20180119172902/http://www.politifact.com/truth-o-meter/statements/2013/sep/18/se-cupp/crossfires-se-cupp-cites-cdc-armed-citizen-safety-/,Half-True
An average of seven children in America are killed by guns every day.,Mayors Against Illegal Guns,/web/20180119172902/http://www.politifact.com/georgia/statements/2013/sep/18/mayors-against-illegal-guns/group-uses-kid-gun-deaths-demand-tougher-laws/,Half-True
"Says potential Democratic opponent Mary Burke ""implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.""",Scott Walker,/web/20180119172902/http://www.politifact.com/wisconsin/statements/2013/sep/18/scott-walker/gov-scott-walker-says-policies-democrat-jim-doyle-/,Mostly False
"Warren Buffett recently said ""Scrap Obamacare and Start All Over.""",Bloggers,/web/20180119172902/http://www.politifact.com/truth-o-meter/statements/2013/sep/17/blog-posting/bloggers-say-warren-buffett-recently-turned-agains/,Pants on Fire!
"""1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.""",Van Jones,/web/20180119172902/http://www.politifact.com/punditfact/statements/2013/sep/17/van-jones/van-jones-says-just-1-percent-nra-endorsed-candida/,False
Unemployment in Texas has risen over two percentage points with Rick Perry as governor.,John Currie,/web/20180119172902/http://www.politifact.com/texas/statements/2013/sep/17/john-currie/garden-state-democrat-compares-texas-jobless-rates/,Half-True
"""Soy ... el único official estatal quién es un hombre de negocios.""",David Dewhurst,/web/20180119172902/http://www.politifact.com/texas/statements/2013/sep/16/david-dewhurst/dewhurst-not-sole-businessman-among-state-official/,False
"According to the most recent jobs report, ""we've got more Americans leaving the workforce than we have finding jobs.""",John Boehner,/web/20180119172902/http://www.politifact.com/truth-o-meter/statements/2013/sep/16/john-boehner/john-boehner-says-more-americans-are-leaving-work-/,Half-True
"""I’ve never supported legislation that invades people’s choices about contraception.""",Ken Cuccinelli,/web/20180119172902/http://www.politifact.com/virginia/statements/2013/sep/16/ken-cuccinelli/cuccinelli-says-he-never-backed-legislation-limits/,Half-True
The very first meal on the surface of the moon was the Holy Communion.,Facebook posts,/web/20180119172902/http://www.politifact.com/georgia/statements/2013/sep/16/facebook-posts/facebook-post-recognizes-little-known-space-fact/,True
"""Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings""",Joe Atkins,/web/20180119172902/http://www.politifact.com/wisconsin/statements/2013/sep/15/joe-atkins/rebuffing-scott-walker-minnesota-lawmaker-says-his/,Half-True
"Newark is ""now home to one-third of all commercial and multi-family development.""",Cory Booker,/web/20180119172902/http://www.politifact.com/new-jersey/statements/2013/sep/15/cory-booker/cory-booker-claims-newark-represents-third-real-es/,Half-True
"""The amount of interest"" paid on the federal debt exceeds ""total tax revenue.""",Chris  Kapenga,/web/20180119172902/http://www.politifact.com/wisconsin/statements/2013/sep/15/chris-kapanga/interest-payments-us-debt-exceeds-us-tax-revenue-w/,False
"Under Mayor Angel Taveras ""Providence’s bond rating was downgraded from A to BBB, two steps above junk-bond status.""",American LeadHERship PAC,/web/20180119172902/http://www.politifact.com/rhode-island/statements/2013/sep/15/american-leadhership-pac/under-mayor-angel-taveras-providences-bond-rating-/,Half-True
"""Studies have shown that voter fraud is non-existent in Texas.""",Eddie Bernice  Johnson,/web/20180119172902/http://www.politifact.com/texas/statements/2013/sep/13/eddie-bernice-johnson/voter-fraud-occurs-texas-though-convictions-and-gu/,False
"""Things like … having Friday classes have been shown to be very effective on college campuses"" in reducing drinking.",University of Oregon,/web/20180119172904/http://www.politifact.com/oregon/statements/2013/sep/13/university-oregon/have-friday-classes-been-shown-extremely-effective/,Half-True
"The United States ""stood alone in the war in Iraq.""",Debbie Wasserman Schultz,/web/20180119172904/http://www.politifact.com/truth-o-meter/statements/2013/sep/13/debbie-wasserman-schultz/wasserman-schultz-bush-invaded-iraq-alone-syria/,Pants on Fire!
"Says he ""opposed the president’s decision to go into Iraq"" in 2003.",John Kerry,/web/20180119172904/http://www.politifact.com/truth-o-meter/statements/2013/sep/13/john-kerry/secretary-state-john-kerry-says-senator-he-opposed/,Mostly False
On support for a military strike on Syria,Johnny Isakson,/web/20180119172904/http://www.politifact.com/georgia/statements/2013/sep/13/johnny-isakson/did-senator-change-course-syria-position/,Half Flip
"In 2012, the state ""put together a list of over 100,000 people that they thought were ineligible to vote. Came out there were less than 10.""",Charlie Crist,/web/20180119172904/http://www.politifact.com/florida/statements/2013/sep/12/charlie-crist/charlie-crist-says-secretary-state-put-together-li/,Mostly False
"President Barack Obama ""had the legal authority"" to strike Syria without a vote from Congress.",Joe Lieberman,/web/20180119172904/http://www.politifact.com/truth-o-meter/statements/2013/sep/12/joe-lieberman/joe-lieberman-says-obama-had-legal-authority-strik/,True
"The United Nations has conducted ""172 successful peacekeeping missions and negotiations.""",Van Jones,/web/20180119172904/http://www.politifact.com/truth-o-meter/statements/2013/sep/12/van-jones/van-jones-says-un-has-conducted-172-successful-pea/,Mostly True
